,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,precipitation_hours,apparent_temperature_max,apparent_temperature_min,sunshine_duration,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,uv_index_max
7205,1999-09-23,22.1,17.8,20.5,0.0,0.0,19.4,15.1,27237.03,31.0,55.4,25.6,
7206,1999-09-24,23.2,15.5,18.9,0.0,0.0,21.7,13.7,40155.75,22.5,39.2,15.8,
7207,1999-09-25,25.2,14.6,19.5,0.0,0.0,27.1,14.4,40106.21,8.4,19.4,6.1,
7208,1999-09-26,25.5,16.0,21.2,0.0,0.0,27.1,16.3,39650.21,18.9,36.7,14.2,
7209,1999-09-27,27.9,20.9,24.0,0.0,0.0,31.3,22.9,39512.55,19.1,36.7,14.8,
7210,1999-09-28,27.7,21.6,24.1,0.0,0.0,31.3,25.0,39380.26,16.3,30.6,12.4,
7211,1999-09-29,28.3,21.2,24.3,0.0,0.0,31.9,24.1,39163.91,15.6,30.2,11.7,
7212,1999-09-30,26.5,23.1,24.4,0.0,0.0,29.2,25.7,36763.14,17.3,34.9,13.0,
7213,1999-10-01,29.4,23.5,25.9,0.0,0.0,33.0,26.6,38910.97,16.9,35.6,14.0,
7214,1999-10-02,26.1,19.7,22.9,0.0,0.0,29.1,17.2,9030.73,31.3,55.8,20.1,
7215,1999-10-03,21.4,18.2,19.6,0.0,0.0,18.6,15.9,24100.58,23.6,43.6,19.6,
7216,1999-10-04,21.8,17.4,19.4,0.0,0.0,20.2,16.4,36598.91,17.3,35.3,12.3,
7217,1999-10-05,22.8,16.5,19.4,0.0,0.0,22.5,16.8,38803.83,14.9,31.3,10.0,
7218,1999-10-06,22.9,17.8,20.2,2.4,6.0,24.2,18.5,27545.79,12.6,23.8,8.2,
7219,1999-10-07,22.2,18.0,19.9,3.9,11.0,22.5,19.6,32822.54,15.1,29.5,10.2,
7220,1999-10-08,23.0,18.1,20.4,0.3,3.0,22.1,18.9,34357.8,19.9,36.4,14.5,
7221,1999-10-09,23.2,19.4,21.2,23.7,12.0,24.1,19.9,1595.42,23.9,41.0,19.3,
7222,1999-10-10,26.4,21.9,23.8,7.8,18.0,29.7,23.7,7731.86,23.1,41.4,15.7,
7223,1999-10-11,24.2,19.0,21.3,0.0,0.0,24.4,18.7,27979.88,20.4,38.2,15.4,
7224,1999-10-12,24.0,18.7,21.2,0.0,0.0,25.2,20.5,37207.82,15.8,26.6,10.5,
7225,1999-10-13,26.7,20.4,23.1,0.2,2.0,31.0,21.6,30201.59,13.5,25.2,9.0,
7226,1999-10-14,25.1,21.0,22.6,2.3,12.0,27.7,24.3,23934.61,17.6,32.0,10.1,
7227,1999-10-15,21.6,18.4,20.2,1.1,7.0,25.2,17.9,464.25,25.8,47.2,16.0,
7228,1999-10-16,18.1,13.4,16.2,3.0,9.0,17.5,10.6,631.66,26.4,47.5,22.3,
7229,1999-10-17,17.2,11.1,13.8,0.0,0.0,14.5,8.4,36593.89,17.7,35.6,13.9,
7230,1999-10-18,19.2,10.5,14.9,0.0,0.0,17.3,8.3,29251.62,14.8,27.7,10.3,
7231,1999-10-19,20.0,12.6,16.0,0.0,0.0,19.4,11.8,37664.04,11.2,23.0,8.2,
7232,1999-10-20,21.1,12.7,16.5,0.0,0.0,21.2,12.0,37807.66,7.9,21.6,5.6,
7233,1999-10-21,21.8,13.3,17.5,0.0,0.0,21.8,12.9,29139.82,11.1,24.5,7.6,
7234,1999-10-22,22.7,14.5,18.5,0.0,0.0,22.7,14.2,27106.44,10.8,22.7,8.1,
7235,1999-10-23,22.7,15.0,18.2,0.0,0.0,22.3,14.8,37468.75,12.5,27.0,9.3,
7236,1999-10-24,21.8,13.3,16.7,0.0,0.0,21.5,13.3,34686.34,13.5,27.0,9.2,
7237,1999-10-25,21.6,12.6,17.2,0.0,0.0,21.4,12.0,33922.7,13.0,28.1,9.4,
7238,1999-10-26,20.7,13.8,17.5,1.8,5.0,21.1,13.7,8274.75,7.6,13.7,5.4,
7239,1999-10-27,21.9,12.1,16.6,0.0,0.0,22.4,12.0,35599.3,9.3,17.6,5.8,
7240,1999-10-28,23.6,15.3,18.7,0.0,0.0,23.9,15.2,27209.73,14.8,31.0,10.4,
7241,1999-10-29,20.3,14.6,17.5,0.0,0.0,18.7,14.6,26440.21,23.1,42.5,15.9,
7242,1999-10-30,21.0,15.7,18.1,0.0,0.0,18.6,14.4,33594.02,22.7,42.8,18.4,
7243,1999-10-31,21.1,13.1,18.8,19.2,19.0,22.0,8.5,0.0,32.8,56.5,23.0,
7244,1999-11-01,14.3,10.5,12.4,0.0,0.0,10.6,6.4,0.0,32.0,55.8,22.4,
7245,1999-11-02,15.6,8.2,11.4,0.0,0.0,12.3,5.0,34849.43,16.1,33.1,11.7,
7246,1999-11-03,17.2,7.1,12.1,0.0,0.0,15.7,4.6,35555.55,9.5,18.4,7.0,
7247,1999-11-04,17.7,7.8,13.1,0.0,0.0,15.0,5.5,27993.05,15.6,32.4,10.2,
7248,1999-11-05,18.5,13.2,15.9,0.0,0.0,16.6,11.7,4335.34,16.6,30.2,11.4,
7249,1999-11-06,19.5,16.2,17.7,0.2,1.0,19.7,15.2,1190.98,15.4,24.8,10.9,
7250,1999-11-07,21.7,15.3,18.2,0.7,4.0,22.3,14.8,24640.61,10.6,20.9,7.6,
7251,1999-11-08,18.0,13.2,15.6,0.0,0.0,15.2,11.7,25811.84,20.2,38.5,15.7,
7252,1999-11-09,16.6,11.9,14.2,0.0,0.0,14.0,10.1,22176.84,14.5,28.1,11.2,
7253,1999-11-10,19.8,12.3,15.8,0.0,0.0,18.7,11.5,32069.05,20.0,29.5,9.5,
7254,1999-11-11,18.2,13.8,16.7,5.9,12.0,18.5,12.6,0.0,21.8,38.2,15.6,
7255,1999-11-12,17.5,11.4,14.3,0.0,0.0,15.3,10.2,26960.09,14.5,31.0,11.0,
7256,1999-11-13,18.4,10.1,14.1,0.0,0.0,16.0,8.6,33723.33,17.3,32.0,10.4,
7257,1999-11-14,20.3,12.8,16.2,0.0,0.0,18.6,12.1,32762.41,16.8,28.4,11.3,
7258,1999-11-15,15.3,9.6,12.6,0.0,0.0,12.1,4.6,10667.0,31.7,56.2,25.7,
7259,1999-11-16,11.5,7.9,9.6,0.0,0.0,6.8,3.4,8587.85,23.0,42.1,18.3,
7260,1999-11-17,12.2,6.8,9.3,0.0,0.0,8.8,3.4,20830.68,14.5,26.3,12.8,
7261,1999-11-18,13.0,5.4,8.9,0.0,0.0,11.1,2.2,33334.48,13.0,23.0,8.1,
7262,1999-11-19,17.0,6.9,11.3,0.0,0.0,14.9,4.5,33452.43,9.5,22.3,5.6,
7263,1999-11-20,17.2,5.1,10.7,0.0,0.0,15.9,2.4,33330.48,8.9,18.4,6.8,
7264,1999-11-21,18.7,6.8,12.8,0.0,0.0,16.9,4.2,33210.53,16.4,30.2,12.6,
7265,1999-11-22,21.1,13.5,16.4,0.0,0.0,20.9,12.7,32975.54,18.6,35.6,11.7,
7266,1999-11-23,20.8,13.2,16.3,0.0,0.0,20.5,13.1,26216.0,14.0,26.3,10.4,
7267,1999-11-24,23.2,15.2,18.2,0.0,0.0,22.8,14.5,32976.63,15.7,28.8,13.0,
7268,1999-11-25,15.4,9.6,11.7,0.0,0.0,13.6,5.5,1141.79,23.9,42.1,20.0,
7269,1999-11-26,10.2,7.9,9.2,1.7,10.0,6.0,4.5,0.0,23.3,43.2,18.1,
7270,1999-11-27,7.8,2.5,5.8,17.5,24.0,4.4,-2.1,0.0,22.5,40.3,19.1,
7271,1999-11-28,8.4,2.0,4.4,0.6,2.0,3.3,-3.2,32214.85,21.9,39.2,17.1,
7272,1999-11-29,10.1,1.6,5.6,0.0,0.0,5.9,-2.9,32417.19,14.0,26.6,10.4,
7273,1999-11-30,12.3,0.7,6.9,0.0,0.0,9.0,-2.7,32978.78,12.9,28.1,8.5,
7274,1999-12-01,12.7,7.8,9.9,6.1,7.0,10.6,5.8,5579.34,12.3,23.8,9.7,
7275,1999-12-02,13.7,6.0,9.7,0.0,0.0,10.6,3.2,30530.73,17.9,34.6,11.4,
7276,1999-12-03,14.2,7.0,10.7,0.0,0.0,11.2,4.5,26012.36,17.5,34.6,10.8,
7277,1999-12-04,16.6,9.4,12.4,0.0,0.0,15.9,8.0,1565.6,12.4,18.4,7.5,
7278,1999-12-05,12.4,6.5,10.3,0.0,0.0,9.1,2.7,14617.96,18.4,32.4,14.5,
7279,1999-12-06,10.1,3.3,6.3,0.0,0.0,4.1,-1.0,32920.63,24.0,44.3,16.6,
7280,1999-12-07,10.9,4.7,7.1,0.0,0.0,8.0,0.9,27547.56,14.7,27.0,10.1,
7281,1999-12-08,13.8,5.7,8.8,0.0,0.0,10.2,2.5,32717.62,16.9,32.8,9.5,
7282,1999-12-09,12.8,2.9,7.2,0.0,0.0,9.9,-0.2,32897.66,12.4,21.6,9.2,
7283,1999-12-10,15.6,2.3,8.1,0.0,0.0,12.6,-0.8,32856.51,11.2,24.8,9.3,
7284,1999-12-11,12.3,5.6,8.6,0.0,0.0,8.1,3.1,32253.14,20.6,38.9,13.2,
7285,1999-12-12,13.1,3.3,8.4,0.0,0.0,10.2,0.3,31849.01,11.2,25.6,8.1,
7286,1999-12-13,14.5,7.1,10.5,0.0,0.0,12.7,4.7,28812.04,8.8,18.7,5.2,
7287,1999-12-14,14.6,5.9,9.6,0.0,0.0,11.8,3.9,27345.07,11.2,24.8,5.9,
7288,1999-12-15,14.2,3.1,8.1,0.0,0.0,11.5,0.2,32782.33,9.5,18.4,7.3,
7289,1999-12-16,15.1,5.1,9.9,0.0,0.0,13.8,2.3,12535.81,18.5,32.0,10.0,
7290,1999-12-17,9.8,5.8,8.1,0.0,0.0,6.2,2.1,23767.43,27.4,53.3,20.7,
7291,1999-12-18,8.4,3.8,6.1,0.0,0.0,4.0,-0.2,22596.54,15.8,32.8,12.8,
7292,1999-12-19,5.4,-1.1,2.6,0.0,0.0,-0.8,-7.0,32653.59,22.3,42.1,17.9,
7293,1999-12-20,1.0,-5.4,-2.3,0.0,0.0,-5.6,-12.3,32987.9,25.5,45.4,20.3,
7294,1999-12-21,1.7,-4.3,-2.0,0.0,0.0,-6.4,-10.7,33086.44,31.3,56.9,23.7,
7295,1999-12-22,1.2,-6.1,-3.0,0.0,0.0,-5.3,-13.3,33239.5,25.1,45.7,19.5,
7296,1999-12-23,5.2,-5.9,-0.9,0.0,0.0,-0.0,-10.4,33046.17,13.4,28.1,10.4,
7297,1999-12-24,9.0,-2.0,2.6,0.0,0.0,3.6,-6.6,33243.64,19.8,38.2,13.4,
7298,1999-12-25,11.1,-2.5,3.5,0.0,0.0,7.5,-6.5,33250.12,9.7,19.8,8.0,
7299,1999-12-26,12.1,0.0,5.4,0.0,0.0,8.5,-3.6,33259.55,11.5,21.2,8.3,
7300,1999-12-27,14.3,4.5,8.5,0.0,0.0,10.5,1.1,33271.95,18.9,36.4,13.8,
7301,1999-12-28,15.3,2.6,8.1,0.0,0.0,12.5,-0.3,33287.3,10.2,20.9,7.7,
7302,1999-12-29,12.2,0.8,5.6,0.0,0.0,10.7,-2.1,31370.42,8.0,13.3,5.0,
7303,1999-12-30,15.3,3.4,8.4,0.0,0.0,12.8,0.5,33327.03,13.7,25.6,9.7,
7304,1999-12-31,15.8,4.8,9.5,0.0,0.0,13.2,1.9,33351.97,15.7,32.0,10.7,
7305,2000-01-01,17.4,7.7,11.8,0.0,0.0,16.0,5.6,32389.83,13.0,27.7,8.6,
7306,2000-01-02,10.2,2.6,7.3,0.0,0.0,6.2,0.0,274.55,21.2,41.4,15.0,
7307,2000-01-03,11.8,1.7,6.7,0.0,0.0,7.9,-1.4,33446.07,16.8,33.8,10.7,
7308,2000-01-04,16.7,7.6,11.5,0.0,0.0,13.7,4.6,33483.55,21.7,42.1,17.3,
7309,2000-01-05,18.6,10.2,13.3,1.9,6.0,16.9,8.3,24929.67,20.3,36.4,11.3,
7310,2000-01-06,9.9,3.9,7.4,3.2,8.0,7.8,-0.0,0.0,23.5,43.9,15.9,
7311,2000-01-07,6.7,2.7,4.3,1.6,4.0,1.9,-2.0,28347.92,20.8,40.0,15.2,
7312,2000-01-08,9.9,3.1,7.2,16.4,20.0,7.0,-0.8,0.0,18.8,31.7,15.9,
7313,2000-01-09,11.0,7.9,9.6,6.9,8.0,9.8,4.5,3169.54,23.2,45.0,16.9,
7314,2000-01-10,10.6,7.7,8.9,0.2,2.0,6.6,4.1,1046.11,22.6,40.7,17.1,
7315,2000-01-11,10.7,8.2,9.5,18.8,18.0,9.9,3.9,2677.66,21.7,39.6,17.6,
7316,2000-01-12,10.7,5.4,7.9,0.4,1.0,9.8,0.6,0.0,24.8,44.6,19.6,
7317,2000-01-13,5.7,3.0,4.2,0.0,0.0,1.0,-1.7,3138.19,21.6,38.9,17.8,
7318,2000-01-14,7.0,1.5,3.7,0.0,0.0,2.9,-3.2,33390.95,16.9,32.0,13.1,
7319,2000-01-15,7.1,3.8,6.0,12.7,20.0,3.6,0.3,0.0,17.8,32.4,15.0,
7320,2000-01-16,6.8,3.8,5.4,2.4,12.0,2.5,-1.2,233.23,24.1,42.8,20.4,
7321,2000-01-17,5.0,1.2,3.4,0.0,0.0,-0.2,-3.3,14697.83,21.9,38.9,17.5,
7322,2000-01-18,5.7,-0.7,2.6,0.0,0.0,0.7,-5.1,25337.12,16.3,32.8,13.3,
7323,2000-01-19,4.7,-3.3,1.4,0.0,0.0,-1.6,-7.7,34344.98,26.1,50.0,16.2,
7324,2000-01-20,4.7,-4.9,-0.4,0.0,0.0,0.5,-9.4,34419.29,13.4,27.0,9.8,
7325,2000-01-21,6.9,-2.1,2.9,0.5,1.0,1.8,-5.9,20588.53,19.5,33.5,13.7,
7326,2000-01-22,10.2,5.7,7.9,7.5,13.0,8.1,0.8,0.0,20.1,34.6,13.2,
7327,2000-01-23,6.1,4.2,4.7,18.6,21.0,3.4,0.5,0.0,14.1,27.0,12.3,
7328,2000-01-24,5.0,0.9,3.2,9.4,24.0,1.0,-4.9,0.0,28.7,50.0,23.1,
7329,2000-01-25,1.4,-2.5,-0.3,0.0,0.0,-4.8,-8.6,10999.34,24.8,46.8,22.4,
7330,2000-01-26,0.8,-5.3,-2.5,0.0,0.0,-5.5,-11.8,32250.34,23.0,43.9,20.9,
7331,2000-01-27,2.3,-3.8,-1.1,0.0,0.0,-3.5,-10.0,19712.37,21.0,41.0,18.3,
7332,2000-01-28,5.3,-2.7,0.8,0.0,0.0,1.8,-7.3,31463.42,13.2,25.6,9.5,
7333,2000-01-29,8.8,-0.7,3.8,0.1,1.0,6.0,-4.1,16972.75,11.1,19.1,7.6,
7334,2000-01-30,4.0,-1.7,0.8,0.0,0.0,-1.1,-7.2,35199.05,24.5,45.7,17.8,
7335,2000-01-31,2.5,-3.0,-0.6,0.0,0.0,-3.4,-8.7,23781.78,21.7,43.9,17.7,
7336,2000-02-01,2.9,-3.6,-0.8,0.7,4.0,-1.5,-8.3,31751.6,16.5,31.0,12.0,
7337,2000-02-02,4.7,-4.2,0.4,0.0,0.0,1.1,-8.1,24358.65,8.6,17.6,6.9,
7338,2000-02-03,5.3,-0.1,1.7,0.0,0.0,1.0,-4.0,23180.93,13.9,27.4,11.1,
7339,2000-02-04,7.1,-0.7,3.7,3.4,7.0,2.9,-4.6,13527.59,14.5,27.7,11.0,
7340,2000-02-05,7.1,3.8,5.2,5.1,12.0,4.6,-0.7,0.0,17.3,28.4,11.1,
7341,2000-02-06,5.9,0.8,3.1,0.0,0.0,1.6,-2.8,19337.75,18.9,35.3,12.6,
7342,2000-02-07,9.6,-2.4,3.0,0.0,0.0,4.6,-5.7,35534.73,28.8,52.6,14.9,
7343,2000-02-08,6.0,-3.0,0.5,0.0,0.0,0.3,-7.7,35581.79,25.1,49.0,16.4,
7344,2000-02-09,5.5,-4.3,0.5,0.0,0.0,2.0,-8.1,35630.27,11.2,20.5,7.9,
7345,2000-02-10,10.2,1.3,5.3,0.0,0.0,7.2,-2.3,16128.78,12.6,29.9,9.0,
7346,2000-02-11,12.3,-0.3,5.3,0.0,0.0,9.7,-3.6,35753.22,12.9,27.0,8.9,
7347,2000-02-12,12.5,0.2,5.9,0.0,0.0,10.1,-3.1,35800.97,13.6,28.1,9.7,
7348,2000-02-13,10.0,4.4,7.0,4.5,9.0,6.0,1.0,12849.18,19.2,32.8,14.5,
7349,2000-02-14,9.8,2.0,6.0,0.0,0.0,5.6,-2.2,26371.07,22.2,42.1,15.0,
7350,2000-02-15,8.1,-1.6,3.2,0.0,0.0,3.7,-5.3,32091.0,14.5,33.5,10.2,
7351,2000-02-16,7.1,-1.0,2.8,0.0,0.0,3.5,-4.4,26103.32,10.2,20.5,7.1,
7352,2000-02-17,9.1,-1.8,3.9,0.0,0.0,5.4,-5.5,35278.48,15.6,34.2,11.6,
7353,2000-02-18,7.9,3.9,6.7,21.7,16.0,3.7,-0.3,0.0,28.4,51.8,22.0,
7354,2000-02-19,8.5,5.3,7.3,3.6,11.0,5.8,1.3,0.0,19.4,41.4,16.2,
7355,2000-02-20,7.2,0.3,4.4,0.0,0.0,2.8,-3.7,14400.0,19.5,37.8,16.4,
7356,2000-02-21,7.7,-1.4,3.0,0.0,0.0,4.1,-5.2,34792.61,14.8,32.4,11.3,
7357,2000-02-22,7.9,3.1,4.8,0.8,3.0,3.4,-0.3,21672.17,18.1,33.8,12.1,
7358,2000-02-23,9.9,3.8,5.9,0.2,2.0,5.5,-0.2,23990.64,19.4,38.9,14.0,
7359,2000-02-24,7.7,3.6,5.2,0.0,0.0,2.0,-0.7,30713.26,27.0,51.5,18.6,
7360,2000-02-25,7.1,1.5,4.1,0.0,0.0,3.7,-2.5,27348.88,14.0,28.8,9.3,
7361,2000-02-26,10.6,0.4,5.3,0.0,0.0,5.8,-3.5,37198.76,21.0,41.0,15.0,
7362,2000-02-27,11.6,-0.8,5.3,0.0,0.0,9.3,-4.3,33537.95,13.8,25.6,10.2,
7363,2000-02-28,11.8,3.0,6.7,0.0,0.0,8.2,-1.5,31709.63,27.8,51.5,13.5,
7364,2000-02-29,7.6,0.1,3.5,0.0,0.0,4.4,-3.7,37436.66,14.8,29.9,10.8,
7365,2000-03-01,9.5,-0.6,4.6,0.0,0.0,6.8,-4.2,36520.82,15.4,32.0,9.8,
7366,2000-03-02,12.7,2.7,7.7,0.0,0.0,9.7,-0.3,33308.69,16.6,32.8,11.5,
7367,2000-03-03,15.4,6.5,11.0,0.3,2.0,14.7,4.0,18786.84,13.5,24.1,8.2,
7368,2000-03-04,11.6,8.0,10.1,19.5,17.0,9.8,5.6,0.0,12.3,23.4,9.4,
7369,2000-03-05,12.1,6.0,8.2,0.6,4.0,9.9,3.9,11915.36,14.2,26.6,9.9,
7370,2000-03-06,16.6,3.8,9.7,0.1,1.0,16.9,1.9,36163.77,20.9,33.1,5.9,
7371,2000-03-07,9.7,4.4,6.9,0.0,0.0,6.7,0.1,32713.58,21.9,39.6,16.5,
7372,2000-03-08,12.4,1.3,6.8,0.0,0.0,10.7,-1.8,38850.11,11.5,23.4,6.4,
7373,2000-03-09,11.2,4.7,7.7,0.0,0.0,6.5,2.0,25269.43,18.3,35.3,12.2,
7374,2000-03-10,9.0,5.0,6.9,20.2,14.0,4.6,1.8,0.0,23.2,41.0,16.9,
7375,2000-03-11,8.9,7.4,8.1,14.4,21.0,6.5,3.6,0.0,19.8,33.5,13.3,
7376,2000-03-12,11.9,5.2,8.2,0.0,0.0,9.2,2.6,38277.73,13.6,27.7,10.4,
7377,2000-03-13,12.6,2.8,8.2,0.0,0.0,9.2,-0.1,21310.74,18.3,35.6,12.2,
7378,2000-03-14,12.0,8.6,10.3,0.3,1.0,8.8,6.2,354.49,18.4,34.2,14.5,
7379,2000-03-15,13.1,10.2,11.3,10.6,19.0,13.0,7.1,0.0,20.1,36.4,14.3,
7380,2000-03-16,14.7,5.9,10.2,0.0,0.0,11.1,3.5,38296.52,22.3,40.3,15.9,
7381,2000-03-17,15.3,4.2,9.4,0.0,0.0,12.3,1.2,40495.34,18.7,37.1,13.4,
7382,2000-03-18,13.3,8.3,10.7,7.6,10.0,10.4,3.9,2683.11,22.7,36.7,15.0,
7383,2000-03-19,13.6,3.6,9.1,0.0,0.0,9.6,0.7,31788.68,27.7,51.5,17.7,
7384,2000-03-20,12.8,2.6,7.8,0.0,0.0,10.7,-0.4,40837.2,19.9,38.2,12.9,
7385,2000-03-21,17.5,9.1,12.0,0.0,0.0,16.0,5.4,18356.03,19.7,36.0,12.8,
7386,2000-03-22,15.5,9.3,11.6,2.0,5.0,13.7,6.3,9111.37,18.9,32.8,14.7,
7387,2000-03-23,13.3,7.6,10.7,4.8,9.0,10.2,5.9,1395.59,21.7,39.6,11.8,
7388,2000-03-24,15.7,3.2,9.1,0.0,0.0,13.8,-0.4,41293.71,14.7,32.4,11.2,
7389,2000-03-25,16.3,4.6,10.2,0.0,0.0,14.2,1.3,35196.78,18.1,38.5,12.6,
7390,2000-03-26,20.2,6.1,13.0,0.0,0.0,18.6,3.9,41522.41,14.8,31.3,10.3,
7391,2000-03-27,22.2,10.1,15.9,0.6,2.0,19.2,6.8,41636.63,25.8,49.7,18.3,
7392,2000-03-28,17.1,8.1,13.8,0.0,0.0,12.1,5.1,41750.66,33.4,61.9,20.8,
7393,2000-03-29,16.7,3.3,10.3,0.0,0.0,15.2,0.4,41864.41,11.9,24.5,7.4,
7394,2000-03-30,18.6,7.3,13.6,0.0,0.0,15.7,3.9,34864.83,24.9,51.1,19.4,
7395,2000-03-31,25.5,12.6,17.6,0.0,0.0,25.5,9.4,25116.5,22.5,41.0,16.6,
7396,2000-04-01,16.3,11.9,13.4,0.1,1.0,12.7,7.4,33533.67,23.8,49.7,21.0,
7397,2000-04-02,14.9,12.1,13.2,3.1,12.0,14.1,10.3,0.0,14.6,25.9,12.1,
7398,2000-04-03,14.6,11.8,13.0,2.6,8.0,12.7,10.1,0.0,18.1,36.4,13.4,
7399,2000-04-04,13.0,11.4,12.1,8.0,16.0,11.6,9.8,0.0,15.1,26.3,11.2,
7400,2000-04-05,15.6,6.6,11.6,0.0,0.0,11.8,3.8,34055.61,25.2,46.1,15.7,
7401,2000-04-06,14.5,3.3,9.4,0.0,0.0,12.8,0.3,39573.92,17.8,33.8,12.3,
7402,2000-04-07,21.5,8.0,14.1,0.0,0.0,23.0,6.3,34142.77,16.9,29.5,9.0,
7403,2000-04-08,17.3,11.2,13.4,0.0,0.0,15.7,8.0,40142.64,22.4,42.5,17.6,
7404,2000-04-09,21.6,11.1,15.5,3.0,4.0,22.2,8.0,13248.22,20.2,36.0,13.6,
7405,2000-04-10,16.0,5.1,10.6,0.0,0.0,15.0,2.1,39333.39,33.9,63.0,21.8,
7406,2000-04-11,16.1,3.7,10.3,0.0,0.0,13.9,0.6,42971.08,18.1,39.6,12.5,
7407,2000-04-12,22.4,10.2,15.5,0.6,3.0,21.8,6.9,38058.7,16.2,28.4,11.0,
7408,2000-04-13,24.9,11.0,17.5,0.0,0.0,25.9,10.0,41587.07,19.1,35.6,13.3,
7409,2000-04-14,15.1,10.2,13.3,65.2,18.0,13.5,5.4,0.0,29.1,54.0,23.1,
7410,2000-04-15,16.7,8.3,12.4,0.7,2.0,13.9,6.3,39521.73,20.1,47.9,15.2,
7411,2000-04-16,18.8,6.8,13.1,0.0,0.0,18.3,4.5,43159.39,14.9,28.4,8.9,
7412,2000-04-17,21.5,10.3,15.5,0.0,0.0,21.3,7.2,43197.05,23.3,39.2,16.8,
7413,2000-04-18,23.1,13.6,17.9,0.9,4.0,22.6,10.1,31900.41,25.5,45.4,20.5,
7414,2000-04-19,23.0,13.2,18.2,0.4,3.0,24.1,12.0,38486.82,15.1,30.2,12.9,
7415,2000-04-20,19.0,12.7,15.4,0.2,1.0,18.1,11.6,26144.34,16.4,32.0,13.7,
7416,2000-04-21,25.2,13.9,19.1,0.0,0.0,25.3,13.2,41101.91,20.1,37.1,12.5,
7417,2000-04-22,23.3,12.8,18.2,0.0,0.0,22.6,11.2,11025.88,17.1,32.0,11.0,
7418,2000-04-23,22.7,8.9,16.3,0.0,0.0,22.6,7.0,32751.64,13.8,25.2,9.6,
7419,2000-04-24,22.1,12.0,17.2,0.0,0.0,20.7,9.5,43516.67,28.8,50.8,20.4,
7420,2000-04-25,21.8,16.5,18.5,6.1,6.0,23.5,13.5,3361.79,26.4,45.7,15.1,
7421,2000-04-26,22.7,13.2,18.6,0.0,0.0,21.5,11.4,34957.88,20.7,37.8,14.4,
7422,2000-04-27,22.7,9.4,16.2,0.0,0.0,22.0,7.2,41114.96,13.7,27.0,11.0,
7423,2000-04-28,22.8,13.6,17.8,0.0,0.0,21.6,11.8,43211.87,21.1,40.3,16.9,
7424,2000-04-29,18.2,15.3,16.4,7.5,8.0,16.0,12.6,9921.75,27.4,49.7,21.2,
7425,2000-04-30,23.7,14.0,18.4,3.4,7.0,23.9,14.4,36000.0,18.6,36.0,11.4,
7426,2000-05-01,23.6,11.8,17.2,0.0,0.0,23.6,11.4,29958.3,14.5,26.3,9.0,
7427,2000-05-02,21.9,12.1,16.5,0.0,0.0,22.4,11.3,40843.05,17.8,36.7,11.2,
7428,2000-05-03,22.7,9.9,16.2,0.0,0.0,22.8,8.6,44179.14,17.1,33.5,12.5,
7429,2000-05-04,26.4,13.5,19.4,0.0,0.0,27.5,12.4,44302.41,18.6,36.0,15.2,
7430,2000-05-05,25.8,15.5,19.9,0.0,0.0,25.5,13.6,42446.97,20.0,37.8,17.9,
7431,2000-05-06,22.9,14.1,17.4,2.6,4.0,23.1,12.2,34931.83,27.1,50.4,16.2,
7432,2000-05-07,21.0,14.3,17.1,0.0,0.0,20.7,13.4,37662.28,13.8,29.9,11.8,
7433,2000-05-08,23.4,14.4,18.7,0.0,0.0,23.3,13.8,44458.03,22.7,43.9,17.5,
7434,2000-05-09,23.6,16.8,19.8,13.8,9.0,22.2,15.2,26840.42,28.2,51.1,22.3,
7435,2000-05-10,25.0,17.1,20.6,1.5,3.0,26.8,17.8,42563.16,16.1,29.9,10.9,
7436,2000-05-11,25.2,15.5,19.8,0.0,0.0,26.3,15.8,42175.63,15.0,26.6,10.2,
7437,2000-05-12,28.8,17.3,21.8,0.5,1.0,30.0,16.3,43842.17,20.2,40.3,14.7,
7438,2000-05-13,25.0,14.6,19.3,0.0,0.0,25.5,14.5,45014.8,17.4,32.4,12.9,
7439,2000-05-14,22.6,13.0,18.5,0.0,0.0,22.3,12.6,45025.68,25.0,46.8,17.0,
7440,2000-05-15,28.6,19.1,22.8,0.2,1.0,33.8,20.8,35533.12,17.8,36.4,8.6,
7441,2000-05-16,23.5,16.3,19.6,2.1,7.0,24.0,16.5,18472.25,16.7,36.0,12.8,
7442,2000-05-17,21.9,15.1,17.7,0.0,0.0,22.9,14.8,33523.18,11.3,27.4,9.7,
7443,2000-05-18,20.3,15.0,17.9,0.0,0.0,18.7,14.8,0.0,20.9,37.8,14.5,
7444,2000-05-19,29.6,17.0,22.4,0.0,0.0,30.5,15.6,43200.0,14.5,30.6,11.7,
7445,2000-05-20,28.4,15.9,21.8,0.0,0.0,29.8,16.7,45784.2,15.2,31.3,10.5,
7446,2000-05-21,29.8,17.0,22.8,0.0,0.0,31.3,17.1,45834.84,19.8,38.5,16.0,
7447,2000-05-22,29.4,18.6,23.5,0.0,0.0,30.6,18.6,45837.03,23.1,39.6,18.8,
7448,2000-05-23,29.6,20.1,24.1,0.0,0.0,29.6,20.0,34690.91,25.0,43.6,21.5,
7449,2000-05-24,27.4,20.2,23.4,0.0,0.0,28.5,19.8,43792.7,24.9,48.6,22.2,
7450,2000-05-25,23.3,21.3,21.8,30.5,20.0,24.2,21.0,2993.09,33.1,59.0,24.6,
