,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,apparent_temperature_max,apparent_temperature_min,sunshine_duration,uv_index_max,shortwave_radiation_sum,et0_fao_evapotranspiration,humidity_2m_mean
10331,2008-04-14,18.3,11.2,14.1,0.4,1.0,10.8,25.6,7.9,16.3,9.8,20508.37,,,,
10332,2008-04-15,14.6,10.8,12.8,21.3,10.0,16.7,33.1,12.3,12.7,9.2,0.0,,,,
10333,2008-04-16,15.9,12.3,13.7,2.3,2.0,11.0,19.8,8.9,15.3,11.8,0.0,,,,
10334,2008-04-17,19.7,10.4,14.7,0.0,0.0,9.7,27.0,7.0,19.3,9.2,39474.25,,,,
10335,2008-04-18,21.2,9.7,14.8,0.0,0.0,16.5,34.9,10.4,20.2,8.2,43200.0,,,,
10336,2008-04-19,17.8,11.8,15.1,0.8,5.0,25.5,48.2,21.5,14.9,9.3,14697.44,,,,
10337,2008-04-20,19.8,14.8,16.6,2.0,4.0,30.3,59.0,24.5,17.4,11.1,30540.94,,,,
10338,2008-04-21,20.2,14.8,16.9,1.0,3.0,20.3,40.7,13.0,20.0,12.9,25818.61,,,,
10339,2008-04-22,17.1,14.3,15.9,0.5,2.0,14.4,23.8,8.6,16.8,13.1,0.0,,,,
10340,2008-04-23,19.7,9.8,15.3,0.0,0.0,23.5,44.3,17.1,17.1,7.1,40818.23,,,,
10341,2008-04-24,18.9,6.6,13.1,0.0,0.0,16.9,24.5,9.4,18.0,4.2,43516.76,,,,
10342,2008-04-25,24.1,10.6,17.2,0.1,1.0,22.8,46.4,17.5,21.8,7.1,43200.0,,,,
10343,2008-04-26,23.1,11.3,16.7,0.0,0.0,20.8,33.1,10.9,23.9,9.0,43613.93,,,,
10344,2008-04-27,26.4,13.2,19.5,0.0,0.0,23.1,42.1,16.9,25.8,8.7,40375.79,,,,
10345,2008-04-28,24.6,13.8,18.2,0.0,0.0,17.0,29.2,11.1,26.3,12.9,43200.0,,,,
10346,2008-04-29,26.0,12.6,18.7,0.0,0.0,25.8,45.7,16.6,27.4,11.8,43721.84,,,,
10347,2008-04-30,24.0,16.6,19.7,0.6,3.0,25.8,48.6,22.2,23.3,15.2,39321.83,,,,
10348,2008-05-01,26.0,15.7,19.8,0.0,0.0,17.4,34.9,11.8,28.2,15.8,43617.1,,,,
10349,2008-05-02,24.4,14.6,18.7,0.0,0.0,21.3,37.4,16.1,25.4,14.1,40190.06,,,,
10350,2008-05-03,26.0,16.3,20.7,0.0,0.0,27.4,51.8,22.8,26.2,15.4,42863.7,,,,
10351,2008-05-04,23.4,16.5,20.2,13.4,14.0,26.5,46.1,17.1,26.1,14.9,3721.01,,,,
10352,2008-05-05,23.1,14.3,18.3,0.0,0.0,12.0,26.6,9.5,22.1,12.9,36129.32,,,,
10353,2008-05-06,24.0,14.7,18.6,0.0,0.0,22.3,43.9,17.5,21.6,12.1,41670.98,,,,
10354,2008-05-07,26.9,14.3,20.0,0.0,0.0,21.5,39.6,17.7,27.4,12.2,44691.71,,,,
10355,2008-05-08,23.2,17.9,19.7,19.9,18.0,23.6,44.3,18.4,24.6,17.0,17759.35,,,,
10356,2008-05-09,17.9,15.7,16.7,17.6,15.0,25.6,45.7,19.2,16.6,13.9,0.0,,,,
10357,2008-05-10,21.4,14.0,17.4,0.1,1.0,17.1,38.2,14.0,21.6,12.8,43465.93,,,,
10358,2008-05-11,20.5,11.8,16.1,0.0,0.0,17.2,36.7,13.0,20.1,10.8,44865.54,,,,
10359,2008-05-12,24.7,12.2,17.3,0.0,0.0,24.2,45.4,12.1,25.8,10.8,44874.98,,,,
10360,2008-05-13,21.4,10.7,16.4,0.0,0.0,31.6,55.8,16.9,17.5,8.9,45146.1,,,,
10361,2008-05-14,22.2,10.3,16.7,0.0,0.0,19.4,36.4,8.8,23.6,9.6,43527.88,,,,
10362,2008-05-15,21.7,14.8,17.8,0.0,0.0,21.5,43.2,16.7,20.9,13.3,42341.22,,,,
10363,2008-05-16,25.7,13.6,19.2,0.0,0.0,20.1,36.7,15.8,26.2,12.7,45571.54,,,,
10364,2008-05-17,27.7,16.2,21.7,0.0,0.0,26.4,46.4,19.0,28.4,15.8,45513.57,,,,
10365,2008-05-18,29.8,17.4,22.4,9.0,9.0,25.6,47.5,18.4,33.0,17.4,35379.71,,,,
10366,2008-05-19,26.0,16.0,20.4,0.0,0.0,14.9,30.6,9.9,26.2,16.0,39551.7,,,,
10367,2008-05-20,29.2,15.7,22.4,0.0,0.0,21.1,35.6,11.6,30.3,15.4,45879.38,,,,
10368,2008-05-21,29.4,17.7,23.1,0.0,0.0,21.3,36.4,16.9,29.9,15.4,45811.0,,,,
10369,2008-05-22,29.1,19.2,23.3,0.0,0.0,18.7,40.7,15.4,31.4,19.4,43333.41,,,,
10370,2008-05-23,31.4,19.9,24.3,0.2,1.0,15.0,27.7,9.0,35.2,21.6,37973.33,,,,
10371,2008-05-24,25.4,18.8,21.5,19.3,13.0,14.1,29.2,8.7,26.6,20.0,22621.88,,,,
10372,2008-05-25,28.7,17.2,22.7,0.0,0.0,14.0,25.9,9.5,32.0,18.9,45439.3,,,,
10373,2008-05-26,27.5,18.8,22.6,0.0,0.0,20.7,39.2,15.9,29.9,20.0,45874.88,,,,
10374,2008-05-27,30.8,21.0,25.5,1.4,3.0,20.8,38.9,15.2,35.5,21.8,29179.85,,,,
10375,2008-05-28,24.7,20.5,23.0,34.2,19.0,18.1,32.4,9.2,29.8,22.3,0.0,,,,
10376,2008-05-29,26.1,19.0,21.7,0.0,0.0,14.5,26.6,10.0,28.8,19.8,28903.63,,,,
10377,2008-05-30,24.7,16.3,20.6,0.0,0.0,17.0,34.2,9.5,25.4,16.2,35038.6,,,,
10378,2008-05-31,25.8,15.3,20.3,0.0,0.0,18.2,34.6,9.8,27.0,15.1,46793.41,,,,
10379,2008-06-01,24.7,17.5,21.1,0.0,0.0,23.3,43.2,17.8,23.9,15.3,22523.12,,,,
10380,2008-06-02,27.0,18.1,22.2,0.1,1.0,19.7,38.2,13.4,29.7,19.2,46366.55,,,,
10381,2008-06-03,26.9,18.3,22.2,0.0,0.0,22.9,38.5,13.3,30.3,19.7,45783.44,,,,
10382,2008-06-04,27.2,18.8,23.2,0.3,2.0,28.5,53.3,19.4,26.9,18.9,46744.68,,,,
10383,2008-06-05,27.6,16.1,22.0,0.0,0.0,15.1,28.8,9.5,29.8,16.3,45844.51,,,,
10384,2008-06-06,26.7,18.8,22.8,0.0,0.0,23.7,44.6,16.6,28.0,19.4,38653.46,,,,
10385,2008-06-07,32.0,21.3,25.4,2.4,2.0,14.8,27.4,9.9,38.0,23.5,31283.78,,,,
10386,2008-06-08,29.5,22.1,25.2,0.9,3.0,11.5,24.1,7.0,34.7,24.8,21660.12,,,,
10387,2008-06-09,23.7,21.6,22.5,19.7,15.0,17.5,34.9,11.1,26.6,23.2,0.0,,,,
10388,2008-06-10,24.1,21.7,22.6,59.7,22.0,16.2,38.5,12.3,27.8,24.1,0.0,,,,
10389,2008-06-11,25.7,19.8,22.1,17.1,12.0,19.5,44.6,13.3,27.7,20.7,29853.38,,,,
10390,2008-06-12,27.1,18.5,22.5,0.0,0.0,15.1,30.6,11.9,29.5,20.6,44579.87,,,,
10391,2008-06-13,24.3,20.0,22.1,3.6,8.0,23.2,43.2,19.4,24.5,20.8,24722.09,,,,
10392,2008-06-14,27.7,21.6,23.6,44.3,15.0,25.5,67.7,16.3,31.1,22.8,15328.89,,,,
10393,2008-06-15,25.7,21.0,23.1,0.3,3.0,16.7,32.8,10.9,28.4,22.8,15036.42,,,,
10394,2008-06-16,26.1,21.6,23.3,0.9,3.0,16.2,30.6,13.7,28.5,23.8,6604.12,,,,
10395,2008-06-17,27.8,22.6,24.7,7.4,21.0,32.4,60.8,18.4,31.6,25.2,7200.0,,,,
10396,2008-06-18,24.6,21.5,22.8,33.5,18.0,26.6,52.6,11.2,27.2,24.5,0.0,,,,
10397,2008-06-19,30.1,22.0,25.9,1.4,9.0,15.3,33.1,9.8,34.8,25.5,31930.67,,,,
10398,2008-06-20,32.2,24.7,27.9,16.7,15.0,17.0,31.7,9.0,38.1,29.4,38032.17,,,,
10399,2008-06-21,30.6,25.9,28.2,10.4,16.0,18.7,46.4,12.0,35.6,30.8,26564.98,,,,
10400,2008-06-22,27.6,23.5,25.0,16.7,13.0,14.8,32.8,8.6,32.3,26.7,5773.17,,,,
10401,2008-06-23,31.8,23.6,26.8,11.2,16.0,17.3,30.2,11.5,38.9,26.5,29029.04,,,,
10402,2008-06-24,29.6,22.4,25.8,18.7,17.0,15.0,33.5,11.0,34.3,24.9,22109.07,,,,
10403,2008-06-25,24.2,21.2,22.3,0.0,0.0,17.1,29.2,13.3,26.0,23.0,2531.97,,,,
10404,2008-06-26,25.8,22.0,23.5,0.0,0.0,19.9,37.8,15.6,27.3,23.4,40752.46,,,,
10405,2008-06-27,24.8,22.4,23.2,35.1,19.0,23.5,40.3,17.6,29.2,23.3,0.0,,,,
10406,2008-06-28,24.9,20.7,23.2,0.7,4.0,18.6,42.1,14.8,28.5,22.7,5580.18,,,,
10407,2008-06-29,27.7,19.3,23.4,0.0,0.0,14.4,27.7,8.6,32.5,21.7,45341.38,,,,
10408,2008-06-30,27.7,22.5,24.9,9.1,13.0,20.2,37.4,15.4,31.7,24.7,8693.01,,,,
10409,2008-07-01,33.1,25.3,29.1,0.7,3.0,16.1,36.0,12.2,38.9,29.8,45126.01,,,,
10410,2008-07-02,33.4,26.2,29.0,2.4,4.0,21.2,38.2,14.0,39.5,30.7,39005.84,,,,
10411,2008-07-03,32.5,24.3,28.4,5.3,8.0,11.8,34.9,8.3,39.0,29.2,43730.29,,,,
10412,2008-07-04,34.7,26.5,30.1,0.0,0.0,14.6,27.7,9.5,41.5,30.7,44500.73,,,,
10413,2008-07-05,35.2,27.1,30.6,0.0,0.0,16.9,33.5,15.2,41.9,32.3,47111.79,,,,
10414,2008-07-06,34.9,26.5,30.2,0.0,0.0,17.3,28.4,11.9,42.6,31.0,47221.21,,,,
10415,2008-07-07,32.4,26.6,29.0,0.0,0.0,23.2,45.0,18.9,38.5,29.8,47095.0,,,,
10416,2008-07-08,31.1,26.1,28.2,0.0,0.0,25.3,48.2,22.5,35.4,29.6,46404.34,,,,
10417,2008-07-09,31.4,26.0,28.3,0.0,0.0,22.0,46.4,20.4,36.5,29.7,44669.8,,,,
10418,2008-07-10,31.5,26.3,28.3,0.7,3.0,19.0,33.5,15.5,36.9,30.3,39605.51,,,,
10419,2008-07-11,32.7,26.2,28.8,1.2,3.0,17.9,30.2,12.4,40.6,30.2,38042.1,,,,
10420,2008-07-12,30.7,26.2,28.2,8.3,14.0,8.7,23.0,6.5,38.0,32.3,16696.9,,,,
10421,2008-07-13,31.5,26.0,28.5,5.3,9.0,16.7,30.6,9.0,39.2,31.5,32506.51,,,,
10422,2008-07-14,32.2,26.5,28.9,0.0,0.0,21.4,39.2,17.8,38.6,30.7,42931.22,,,,
10423,2008-07-15,32.1,26.4,28.8,0.0,0.0,22.4,41.8,20.2,37.3,29.9,45556.12,,,,
10424,2008-07-16,33.2,26.2,29.0,0.1,1.0,20.7,36.4,14.5,39.6,29.9,43501.95,,,,
10425,2008-07-17,32.7,25.6,28.9,0.0,0.0,19.5,37.4,13.0,39.1,30.6,45793.82,,,,
10426,2008-07-18,31.5,26.7,29.0,0.7,3.0,26.5,49.0,20.3,36.0,31.2,44240.54,,,,
10427,2008-07-19,30.2,25.7,28.0,10.1,9.0,30.9,67.3,22.3,32.4,29.1,37986.3,,,,
10428,2008-07-20,30.0,24.5,27.0,3.1,4.0,28.3,54.4,19.5,32.2,26.7,44233.64,,,,
10429,2008-07-21,32.1,23.6,27.8,0.0,0.0,11.7,28.1,6.9,39.4,28.1,44518.8,,,,
10430,2008-07-22,32.2,26.1,28.6,4.6,7.0,13.0,26.6,10.2,39.3,32.0,37903.6,,,,
10431,2008-07-23,34.8,27.0,30.4,0.0,0.0,15.3,28.1,11.8,42.3,32.8,43292.77,,,,
10432,2008-07-24,35.4,27.9,31.2,1.1,1.0,15.9,33.8,9.6,41.8,33.8,44752.28,,,,
10433,2008-07-25,33.3,26.8,29.5,3.7,9.0,11.6,33.5,8.2,40.0,32.8,43462.88,,,,
10434,2008-07-26,32.7,25.9,28.8,0.2,1.0,13.4,25.2,10.2,39.9,30.9,43817.43,,,,
10435,2008-07-27,32.1,25.1,28.6,0.6,3.0,18.2,34.6,12.9,37.9,29.8,44275.26,,,,
10436,2008-07-28,31.6,26.9,28.8,0.2,1.0,31.9,57.6,22.5,35.6,29.7,43491.72,,,,
10437,2008-07-29,29.3,26.0,27.1,18.6,20.0,33.9,78.1,31.0,31.8,27.6,9357.58,,,,
10438,2008-07-30,27.2,25.9,26.6,14.6,24.0,36.2,65.9,33.0,29.3,27.3,0.0,,,,
10439,2008-07-31,28.5,26.4,27.3,4.8,15.0,31.6,58.3,27.6,31.5,28.6,0.0,,,,
10440,2008-08-01,33.1,26.9,29.3,1.0,1.0,23.7,47.2,18.2,38.4,29.6,43307.72,,,,
10441,2008-08-02,31.5,26.6,28.4,5.6,9.0,18.0,46.4,11.7,37.5,30.5,43327.21,,,,
10442,2008-08-03,31.3,25.1,27.7,8.3,9.0,9.0,23.4,5.3,38.5,30.6,43200.0,,,,
10443,2008-08-04,32.2,26.3,28.8,0.2,1.0,17.5,32.8,11.0,39.4,31.1,43249.04,,,,
10444,2008-08-05,31.5,26.3,28.4,0.0,0.0,19.1,35.6,15.3,37.4,30.5,43200.0,,,,
10445,2008-08-06,30.7,25.5,27.8,0.0,0.0,18.7,37.8,14.4,35.8,30.7,42813.3,,,,
10446,2008-08-07,30.6,25.2,27.5,0.0,0.0,15.0,30.2,10.2,35.9,30.2,41280.91,,,,
10447,2008-08-08,30.9,24.0,27.3,0.0,0.0,13.3,27.0,9.2,36.0,28.6,43251.77,,,,
10448,2008-08-09,30.1,25.5,27.3,1.1,5.0,16.3,31.7,11.6,35.8,30.3,41461.91,,,,
10449,2008-08-10,28.9,24.8,26.6,6.3,16.0,10.2,23.0,7.3,34.0,30.0,25198.69,,,,
10450,2008-08-11,30.8,25.2,27.5,0.9,3.0,16.3,31.0,12.1,36.5,29.5,43200.0,,,,
10451,2008-08-12,32.3,25.2,28.5,0.3,2.0,10.1,22.3,5.0,39.2,31.0,43200.0,,,,
10452,2008-08-13,32.2,25.1,28.3,4.2,5.0,7.9,23.8,4.9,39.4,30.6,40637.58,,,,
10453,2008-08-14,33.2,25.5,29.0,2.6,4.0,11.5,25.2,5.3,41.5,31.8,40406.91,,,,
10454,2008-08-15,31.8,25.9,27.9,16.1,13.0,6.5,28.4,3.8,39.2,31.8,36204.25,,,,
10455,2008-08-16,31.4,25.5,27.7,8.4,9.0,9.4,22.7,4.6,38.7,31.0,32493.64,,,,
10456,2008-08-17,34.4,26.7,30.1,0.0,0.0,15.9,34.9,11.4,41.3,32.5,40048.16,,,,
10457,2008-08-18,32.2,26.4,28.8,2.6,4.0,13.8,44.6,8.6,39.3,31.4,42790.29,,,,
10458,2008-08-19,32.5,24.5,28.0,14.0,13.0,12.1,34.6,6.8,40.5,29.3,43200.0,,,,
10459,2008-08-20,31.1,26.0,28.2,4.0,7.0,11.3,25.2,8.0,38.8,31.9,37233.39,,,,
10460,2008-08-21,33.4,26.7,29.5,0.2,1.0,22.8,41.4,13.8,39.6,31.7,41302.97,,,,
10461,2008-08-22,32.9,25.9,29.2,3.1,9.0,22.0,51.1,14.2,38.5,31.4,43200.0,,,,
10462,2008-08-23,26.2,22.2,24.6,16.4,14.0,11.7,23.8,6.0,31.4,26.0,8961.99,,,,
10463,2008-08-24,28.6,21.0,25.2,0.0,0.0,16.3,31.3,10.0,31.3,24.3,42896.06,,,,
10464,2008-08-25,25.9,21.5,23.8,41.1,21.0,30.0,56.9,14.4,30.1,21.2,0.0,,,,
10465,2008-08-26,28.1,21.9,24.9,0.3,1.0,17.4,36.4,11.4,32.1,24.3,43200.0,,,,
10466,2008-08-27,28.5,20.6,24.5,0.0,0.0,11.7,24.1,7.7,32.9,23.2,43197.49,,,,
10467,2008-08-28,28.0,22.2,24.9,0.0,0.0,15.5,31.7,10.8,31.4,25.4,42085.11,,,,
10468,2008-08-29,24.4,23.1,23.7,2.7,10.0,12.6,23.4,10.8,27.6,25.1,0.0,,,,
10469,2008-08-30,26.9,23.5,25.1,0.0,0.0,20.1,36.0,15.0,28.9,25.4,2252.33,,,,
10470,2008-08-31,26.3,22.2,24.5,8.2,10.0,17.4,38.2,15.3,31.4,23.8,8397.66,,,,
10471,2008-09-01,27.0,20.8,23.5,0.0,0.0,20.9,40.7,15.2,28.7,22.1,41587.86,,,,
10472,2008-09-02,27.8,19.4,23.5,0.0,0.0,13.4,30.2,9.2,29.5,21.1,42769.2,,,,
10473,2008-09-03,27.9,17.0,23.3,0.0,0.0,8.7,16.2,4.7,31.0,18.7,42695.44,,,,
10474,2008-09-04,27.5,18.6,23.2,0.0,0.0,10.6,23.0,7.9,30.9,20.2,40827.79,,,,
10475,2008-09-05,24.0,21.5,22.8,21.7,22.0,19.1,34.6,13.0,26.6,24.3,0.0,,,,
10476,2008-09-06,25.9,22.0,23.7,7.7,8.0,21.2,37.1,15.9,27.4,23.7,28370.05,,,,
10477,2008-09-07,27.1,22.0,24.4,0.2,2.0,15.6,32.4,11.2,30.5,25.4,41952.62,,,,
10478,2008-09-08,28.0,21.9,24.6,0.1,1.0,14.5,29.2,10.7,31.1,25.3,32452.93,,,,
10479,2008-09-09,28.2,23.2,25.3,0.1,1.0,16.6,34.2,12.6,32.3,26.6,42225.16,,,,
10480,2008-09-10,29.4,22.4,25.7,0.8,5.0,11.4,22.7,9.1,34.4,26.1,42171.15,,,,
10481,2008-09-11,29.5,22.3,25.8,0.0,0.0,13.3,24.5,6.3,34.1,26.5,41271.23,,,,
10482,2008-09-12,28.7,23.1,25.5,1.4,6.0,7.9,19.8,4.8,33.0,27.7,36485.39,,,,
10483,2008-09-13,27.6,23.4,25.3,5.7,14.0,20.7,37.8,13.8,30.9,27.6,38702.55,,,,
10484,2008-09-14,26.7,23.9,24.7,15.7,19.0,20.9,42.8,15.4,30.0,26.7,9503.12,,,,
10485,2008-09-15,28.9,23.8,25.6,7.4,14.0,11.9,28.8,8.3,34.2,28.6,31984.96,,,,
10486,2008-09-16,28.1,24.0,25.6,5.0,10.0,16.4,32.4,10.2,33.1,28.4,37346.11,,,,
10487,2008-09-17,28.7,23.6,25.6,0.3,3.0,11.7,25.2,8.4,34.1,27.7,40409.38,,,,
10488,2008-09-18,29.0,22.9,25.5,0.3,2.0,10.7,22.0,7.7,33.8,27.2,39800.59,,,,
10489,2008-09-19,30.2,23.0,26.0,0.0,0.0,11.2,21.2,6.6,35.6,27.5,38802.41,,,,
10490,2008-09-20,31.6,24.4,27.4,1.0,6.0,11.0,25.2,7.3,38.3,29.3,39326.07,,,,
10491,2008-09-21,29.1,24.2,25.8,3.8,8.0,11.6,29.5,7.5,34.3,28.9,33171.14,,,,
10492,2008-09-22,30.5,23.9,26.8,1.5,8.0,13.0,24.5,8.4,36.1,28.8,38842.04,,,,
10493,2008-09-23,30.5,25.0,27.3,0.2,2.0,16.3,30.2,11.4,36.4,29.6,39407.71,,,,
10494,2008-09-24,29.1,25.2,26.7,5.0,10.0,14.7,28.1,12.7,34.6,29.8,36938.05,,,,
10495,2008-09-25,31.4,25.0,27.2,4.0,4.0,15.3,26.3,11.6,38.0,28.4,28726.44,,,,
10496,2008-09-26,24.7,19.9,22.3,2.0,6.0,29.8,54.0,22.7,27.5,18.2,0.0,,,,
10497,2008-09-27,22.1,19.2,20.4,0.0,0.0,21.8,43.2,17.9,20.4,17.2,21847.82,,,,
10498,2008-09-28,23.8,18.5,20.9,0.0,0.0,22.0,41.8,16.7,22.6,18.1,39171.22,,,,
10499,2008-09-29,22.7,19.8,21.1,5.0,10.0,28.0,50.0,21.0,21.1,19.3,5819.67,,,,
10500,2008-09-30,23.0,19.5,20.8,3.7,7.0,28.5,55.1,23.4,20.8,18.1,20269.95,,,,
10501,2008-10-01,24.8,17.2,20.5,0.0,0.0,16.2,31.7,12.6,24.7,16.6,35505.27,,,,
10502,2008-10-02,24.6,15.5,19.9,0.0,0.0,10.1,21.2,6.8,26.9,16.2,38890.52,,,,
10503,2008-10-03,25.9,16.4,21.4,0.0,0.0,11.9,22.3,8.4,28.0,16.9,35127.92,,,,
10504,2008-10-04,22.4,19.6,20.9,1.1,4.0,12.4,24.5,7.9,23.5,21.7,0.0,,,,
10505,2008-10-05,23.1,18.4,20.2,9.6,8.0,12.8,26.6,7.7,23.3,19.9,22173.0,,,,
10506,2008-10-06,21.9,17.2,19.1,0.1,1.0,11.1,21.2,7.7,22.7,17.6,2801.16,,,,
10507,2008-10-07,22.7,15.5,18.8,0.1,1.0,18.3,34.6,12.3,22.1,15.6,35444.58,,,,
10508,2008-10-08,24.0,16.7,20.3,0.3,3.0,14.4,27.0,10.9,24.5,17.4,33765.38,,,,
10509,2008-10-09,25.8,19.0,22.1,0.0,0.0,14.8,30.6,12.0,27.7,20.4,38609.82,,,,
10510,2008-10-10,25.3,19.3,21.9,0.1,1.0,20.2,37.4,12.4,26.9,19.8,32415.63,,,,
10511,2008-10-11,21.1,17.9,19.5,0.6,2.0,19.8,39.2,15.9,19.7,17.0,26260.58,,,,
10512,2008-10-12,22.3,15.7,18.9,0.0,0.0,12.8,25.9,10.0,21.3,15.5,28857.34,,,,
10513,2008-10-13,22.7,14.9,18.5,0.0,0.0,7.0,17.3,5.9,23.4,14.8,38442.64,,,,
10514,2008-10-14,24.0,14.9,19.2,0.0,0.0,8.9,16.6,5.1,25.3,14.8,38390.91,,,,
10515,2008-10-15,24.1,14.0,19.0,0.0,0.0,14.3,30.2,9.7,24.4,13.7,38276.24,,,,
10516,2008-10-16,24.8,16.4,20.4,0.0,0.0,17.1,35.3,12.2,24.6,16.9,38161.96,,,,
10517,2008-10-17,25.7,17.8,21.6,1.0,4.0,22.7,43.2,15.3,25.3,18.4,38048.15,,,,
10518,2008-10-18,26.4,19.9,22.6,0.0,0.0,13.0,29.9,10.8,28.0,21.7,37803.63,,,,
10519,2008-10-19,26.5,18.7,22.2,1.3,3.0,9.3,19.4,6.9,29.6,20.8,36088.62,,,,
10520,2008-10-20,26.1,19.6,22.3,0.6,2.0,15.8,30.6,9.9,28.7,22.1,36378.44,,,,
10521,2008-10-21,26.4,21.0,23.1,0.8,4.0,23.1,45.7,18.7,26.7,22.6,35511.77,,,,
10522,2008-10-22,26.3,20.8,23.4,0.6,3.0,21.4,43.6,10.0,28.8,22.4,28028.72,,,,
10523,2008-10-23,24.5,18.4,21.6,18.5,10.0,20.2,39.2,12.3,26.1,17.4,19316.32,,,,
10524,2008-10-24,20.1,14.3,17.5,0.0,0.0,16.3,28.1,10.5,19.2,13.0,31512.17,,,,
10525,2008-10-25,21.2,14.5,17.7,4.1,10.0,15.5,31.3,10.2,20.5,13.2,11130.42,,,,
10526,2008-10-26,19.5,14.3,16.4,0.6,2.0,12.4,23.8,10.2,18.2,13.1,13420.64,,,,
10527,2008-10-27,21.2,12.4,16.6,0.0,0.0,10.9,26.3,9.4,20.6,11.4,36279.68,,,,
10528,2008-10-28,21.7,13.1,17.2,0.0,0.0,12.8,21.2,8.6,20.4,11.8,28387.35,,,,
10529,2008-10-29,19.7,16.9,18.1,2.7,13.0,15.3,25.6,11.1,20.2,15.1,0.0,,,,
10530,2008-10-30,20.1,16.8,17.8,10.4,15.0,10.9,28.1,7.8,20.5,17.3,4078.66,,,,
10531,2008-10-31,19.5,15.3,17.7,14.0,12.0,8.5,18.7,6.1,20.2,15.7,0.0,,,,
10532,2008-11-01,19.0,14.0,16.6,0.8,5.0,10.2,16.6,6.2,19.3,14.1,0.0,,,,
10533,2008-11-02,17.8,14.5,15.9,3.6,12.0,9.0,15.5,5.0,18.2,15.0,0.0,,,,
10534,2008-11-03,20.7,14.3,16.8,1.5,4.0,8.9,19.1,5.6,21.2,14.6,11899.37,,,,
10535,2008-11-04,21.0,12.5,16.5,0.0,0.0,12.1,23.8,7.2,21.4,12.7,32789.9,,,,
10536,2008-11-05,22.4,15.7,18.9,3.6,6.0,13.3,24.5,7.9,23.7,15.3,14165.39,,,,
10537,2008-11-06,23.4,16.5,19.6,18.0,12.0,8.5,24.8,5.8,25.9,18.2,15296.96,,,,
10538,2008-11-07,18.4,15.8,17.2,43.0,24.0,25.6,46.4,18.3,19.8,13.9,0.0,,,,
10539,2008-11-08,15.7,12.6,14.5,3.4,9.0,22.7,39.6,18.8,13.7,9.3,0.0,,,,
10540,2008-11-09,16.1,9.4,12.5,0.0,0.0,24.9,49.3,18.8,11.4,5.8,32868.55,,,,
10541,2008-11-10,14.1,10.4,12.2,0.0,0.0,20.3,38.2,16.9,10.2,7.0,21018.65,,,,
10542,2008-11-11,16.8,8.7,12.6,0.0,0.0,22.3,40.7,17.4,13.2,4.9,22587.05,,,,
10543,2008-11-12,17.4,11.1,13.9,0.0,0.0,14.7,29.5,11.0,15.2,9.4,29829.65,,,,
10544,2008-11-13,19.5,9.7,14.3,0.0,0.0,10.3,20.5,8.6,18.3,7.7,33214.34,,,,
10545,2008-11-14,19.9,11.7,15.6,0.0,0.0,14.9,29.5,11.1,18.5,10.8,33214.59,,,,
10546,2008-11-15,20.7,12.9,16.1,0.3,2.0,11.5,26.6,6.7,21.7,12.4,32151.4,,,,
10547,2008-11-16,17.5,11.7,14.4,0.0,0.0,13.7,28.4,10.6,15.9,10.6,30511.92,,,,
10548,2008-11-17,15.7,11.1,13.4,0.2,2.0,16.5,29.2,12.2,12.8,8.8,16118.56,,,,
10549,2008-11-18,12.9,7.6,10.2,0.0,0.0,21.0,37.8,13.6,9.4,2.9,32505.25,,,,
10550,2008-11-19,9.6,2.4,6.5,0.0,0.0,24.5,44.3,16.2,3.7,-1.6,33569.63,,,,
10551,2008-11-20,11.5,1.2,6.0,0.0,0.0,12.7,27.4,8.4,7.5,-2.4,33447.36,,,,
10552,2008-11-21,14.3,2.0,8.2,0.0,0.0,10.4,21.2,8.1,10.9,-1.2,33444.3,,,,
10553,2008-11-22,15.4,6.0,11.3,2.0,3.0,10.3,18.7,7.9,13.8,3.3,117.64,,,,
10554,2008-11-23,14.4,11.6,12.8,21.0,23.0,20.5,34.2,11.9,14.0,8.7,0.0,,,,
10555,2008-11-24,14.3,7.0,11.0,0.2,2.0,24.1,43.2,17.4,10.7,4.9,14822.0,,,,
10556,2008-11-25,15.4,4.8,9.3,0.0,0.0,14.8,30.6,10.0,12.3,2.0,33205.18,,,,
10557,2008-11-26,14.0,3.1,8.6,0.2,1.0,8.5,15.1,5.5,11.9,0.6,24182.68,,,,
10558,2008-11-27,10.4,3.1,7.0,0.0,0.0,29.8,58.0,21.0,4.2,-2.6,32893.48,,,,
10559,2008-11-28,9.2,0.4,4.3,0.0,0.0,18.7,32.8,13.4,4.5,-4.3,33314.47,,,,
10560,2008-11-29,12.8,1.7,6.6,0.0,0.0,18.0,34.6,12.3,8.8,-2.2,33201.75,,,,
10561,2008-11-30,12.8,3.4,7.3,0.0,0.0,8.9,15.5,6.2,10.0,0.4,33181.46,,,,
10562,2008-12-01,16.1,3.1,8.8,0.0,0.0,12.7,28.1,9.8,12.8,0.0,33131.04,,,,
10563,2008-12-02,17.0,3.7,9.9,0.0,0.0,10.5,16.9,7.4,15.7,1.0,32971.19,,,,
10564,2008-12-03,17.8,7.9,13.2,0.0,0.0,21.5,38.5,16.2,15.1,5.4,21448.96,,,,
10565,2008-12-04,14.1,6.7,10.7,0.0,0.0,29.0,53.6,19.6,12.4,1.3,22684.51,,,,
