date,pm25,pm10,o3,no2,so2,co
2026/1/13,139.0,73.0,45.0,27.0,4.0,6.0
2026/1/14,149.0,75.0,34.0,32.0,5.0,9.0
2026/1/15,144.0,103.0,61.0,30.0,4.0,9.0
2026/1/16,192.0,75.0,51.0,15.0,2.0,7.0
2026/1/17,155.0,45.0,26.0,16.0,2.0,4.0
2026/1/18,73.0,26.0,30.0,8.0,2.0,4.0
2026/1/19,56.0,21.0,28.0,9.0,2.0,6.0
2026/1/20,53.0,34.0,26.0,10.0,2.0,6.0
2026/1/21,86.0,41.0,25.0,15.0,3.0,7.0
2026/1/22,99.0,53.0,16.0,21.0,3.0,7.0
2026/1/23,137.0,,,,,
2026/7/9,61.0,19.0,25.6,12.8,2.6,5.5
2026/7/10,42.0,16.0,12.6,3.7,4.1,4.6
2026/7/11,61.0,33.0,11.0,2.8,2.6,4.6
2026/7/12,59.0,29.0,14.7,0.5,2.1,4.6
2026/7/13,53.0,24.0,22.0,4.2,2.6,3.7
2026/7/14,38.0,12.0,19.1,15.1,4.1,4.6
2026/7/15,42.0,19.0,22.4,16.0,4.1,4.6
2026/7/16,87.0,39.0,30.5,15.6,4.1,8.2
2026/7/17,104.0,55.0,32.9,15.6,4.1,8.2
2026/7/18,72.0,28.0,15.5,11.0,4.1,4.6
2026/7/19,68.0,20.0,20.4,17.4,3.6,7.3
2026/7/20,74.0,29.0,16.3,11.9,4.1,5.5
2026/7/21,46.0,11.0,21.2,7.4,3.6,9.1
2026/7/22,63.0,20.0,19.5,13.8,4.1,7.3
2026/7/23,87.0,47.0,22.4,9.2,4.1,8.2
2026/7/24,68.0,34.0,15.9,6.9,4.6,4.6
2026/7/25,38.0,13.0,11.8,3.7,4.1,3.7
2026/7/26,50.0,20.0,13.0,4.2,4.1,6.4
2026/7/27,50.0,20.0,12.2,5.1,3.1,6.4
2026/7/28,42.0,15.0,8.6,5.1,4.1,6.4
2026/7/29,42.0,15.0,9.0,6.9,4.1,6.4
2026/7/30,72.0,30.0,15.9,16.5,4.6,8.2
2026/7/31,72.0,32.0,24.8,12.4,4.1,7.3
2026/8/1,91.0,40.0,32.5,11.5,4.1,8.2
2026/8/2,57.0,18.0,23.2,8.7,3.1,5.5
2026/8/3,87.0,40.0,41.5,11.0,4.1,6.4
2026/8/4,61.0,17.0,34.2,3.2,3.6,4.6
2026/8/5,57.0,22.0,20.8,16.0,3.6,5.5
2026/8/6,63.0,22.0,27.7,6.4,3.6,5.5
2026/8/7,63.0,23.0,31.3,3.7,3.6,4.6
2026/8/8,42.0,17.0,12.6,1.0,3.6,4.6
2026/8/9,42.0,17.0,23.2,0.5,2.1,4.6
2026/8/10,42.0,20.0,13.9,2.3,3.6,4.6
2026/8/12,13.0,7.0,8.2,6.0,3.6,4.6
2026/8/13,46.0,15.0,19.5,6.0,3.6,4.6
2026/8/14,53.0,19.0,14.7,9.6,3.6,4.6
2026/8/15,42.0,12.0,19.9,8.3,3.6,6.4
2026/8/16,61.0,21.0,13.5,9.2,4.1,5.5
2026/8/17,65.0,20.0,21.2,6.0,3.6,5.5
2026/8/18,34.0,14.0,7.4,5.1,3.6,4.6
2026/8/19,46.0,16.0,7.8,6.0,3.1,5.5
2026/8/20,38.0,15.0,9.4,5.1,3.6,4.6
2026/8/21,30.0,13.0,17.9,4.2,3.1,4.6
2026/8/22,38.0,18.0,20.8,3.7,3.6,4.6
2026/8/23,34.0,14.0,16.3,4.2,2.1,4.6
2026/8/24,42.0,19.0,11.4,6.9,3.6,5.5
2026/8/25,61.0,22.0,10.6,8.3,3.6,5.5
